2021-12-04|55|0
2021-12-04|168|0
2021-12-04|9|0
2021-12-04|0|0
2021-12-04|0|0
2021-12-04|0|0
2021-12-04|0|0
2021-12-04|0|0
2021-12-05|73|1
2021-12-05|58|0
2021-12-05|0|0
2021-12-05|46|0
2021-12-05|21|0
2021-12-05|13|0
2021-12-05|12|0
2021-12-06|63|0
2021-12-06|46|0
2021-12-06|61|0
2021-12-06|0|0
2021-12-06|101|1
2021-12-06|58|0
2021-12-06|51|0
2021-12-06|57|0
2021-12-06|66|0
2021-12-06|61|0
2021-12-08|93|0
2021-12-08|79|1
2021-12-12|66|0
2021-12-12|58|0
2021-12-12|48|0
2021-12-12|15|0
2021-12-12|62000|0
2021-12-12|62|0
2021-12-12|29|0
2021-12-12|54|0
2021-12-12|55|0
2021-12-12|12|0
2021-12-12|58|0
2021-12-12|64|0
2021-12-12|55|0
2021-12-12|80|0
2021-12-12|8|0
2021-12-12|10|0
2021-12-12|9|0
2021-12-12|377|0
2021-12-12|407|0
2021-12-12|15|0
2021-12-12|11|0
2021-12-12|4|0
2021-12-13|7|0
2021-12-13|8|0
2021-12-13|7|0
2021-12-13|347|0
2021-12-13|4|0
2021-12-13|44|0
2021-12-13|41|0
2021-12-13|41|0
2021-12-13|42|0
2021-12-13|0|0
2021-12-13|0|0
2021-12-13|9|0
2021-12-13|5|0
2021-12-13|8|1
2021-12-13|4|0
2021-12-13|8|0
2021-12-13|9|0
2021-12-13|7|0
2021-12-13|78|0
2021-12-13|3|0
2021-12-14|3|0
